master_id,hubspot_id,account_id,vitally_id,confidence_tier,company_name,domain,segment,industry,plan,state,csm_owner,signup_date,mrr_mxn,mrr_source,mrr_confidence,mrr_original,currency_original,churn_date,churn_status,reference_month
10e7e55b829d,HS-100538,ACC-2537,cus_100537,T1,Alvarez y Salcido S.A. de C.V.,alvarez51.com.mx,SMB,Retail,Basico,CDMX,Luis Peña,2023-02-03,5218.00,crm,high,5218.00,MXN,,active,2024-08
118a77d9045d,HS-100559,ACC-2558,cus_100558,T1,"Corporacin Valdez, Samaniego y Sotelo",corporacin308.com.mx,Mid-Market,Tecnología,Pro,Estado de México,Marta Díaz,2023-07-15,23519.00,crm,high,23519.00,MXN,,active,2024-08
1197d211e7e1,HS-100127,ACC-2126,cus_100126,T1,Club Anaya-Valencia,club450.com.mx,Mid-Market,Logística,Pro,Querétaro,Jorge Ibarra,2023-07-04,24358.00,crm,high,24358.00,MXN,,active,2024-08
12031a79d1d3,HS-100460,ACC-2459,cus_100459,T1,Rojas y Marrero e Hijos,rojas321.com.mx,SMB,Retail,Basico,Nuevo León,Diego Ortega,2023-03-29,5011.00,crm,high,5011.00,MXN,,active,2024-08
1288cafbc1fe,HS-100439,ACC-2438,cus_100438,T1,"Prieto, Alejandro y Tamayo",prieto224.com.mx,Mid-Market,Servicios Financieros,Pro,Puebla,Diego Ortega,2024-04-21,12355.00,crm,high,12355.00,MXN,,active,2024-08
12bb70998c29,HS-100648,ACC-2647,cus_100647,T1,Gallardo-Bustamante S.A.,gallardobust560.com.mx,Mid-Market,Hospitalidad,Pro,Querétaro,Luis Peña,2023-04-30,15437.00,crm,high,15437.00,MXN,,active,2024-08
1344cdebacd2,HS-100498,ACC-2497,cus_100497,T2,"Club Saldaña, Lira y Heredia",club162.com.mx,SMB,Retail,Basico,CDMX,Carla Nuñez,2023-04-13,8615.00,crm,high,8615.00,MXN,,active,2024-08
13d2b5cf6ea2,HS-100228,ACC-2227,cus_100227,T1,"Tórrez, Sotelo y Muñoz",tórrez940.com.mx,SMB,Salud,Basico,Sonora,Fernanda Solís,2022-06-08,4317.00,crm,high,4317.00,MXN,,active,2024-08
143d4fc0dd50,HS-100289,ACC-2288,cus_100288,T1,Quintanilla-Hernádez,quintanillah633.com.mx,SMB,Educación,Basico,Querétaro,Carla Nuñez,2022-05-23,7234.00,crm,high,7234.00,MXN,,active,2024-08
14c82590fbd2,HS-100324,ACC-2323,cus_100323,T1,"Proyectos Orozco, Rivera y Abreu",proyectos205.com.mx,SMB,Automotriz,Basico,Jalisco,Ana Ruiz,2022-11-20,8192.00,crm,high,8192.00,MXN,,active,2024-08
14e457b52fab,HS-100358,ACC-2357,cus_100357,T1,Zapata-Moreno,zapatamoreno696.com.mx,Mid-Market,Automotriz,Pro,Estado de México,Fernanda Solís,2022-04-03,27214.00,imputed_from_deal,medium,,MXN,2023-05-20,churned,2023-05
1598cd0f4138,HS-100287,ACC-2286,cus_100286,T1,Burgos y Rosales S.C.,burgos640.com.mx,SMB,Automotriz,Basico,CDMX,Ana Ruiz,2022-06-04,7903.00,crm,high,7903.00,MXN,,active,2024-08
16541ff794fd,HS-100088,ACC-2087,cus_100087,T1,Raya e Hijos,raya696.com.mx,Mid-Market,Automotriz,Pro,Nuevo León,Jorge Ibarra,2022-03-13,22248.00,crm,high,22248.00,MXN,,active,2024-08
1657dbc3746e,HS-100093,ACC-2092,cus_100092,T1,"Laboratorios Briseño, Toledo y Salgado",laboratorios666.com.mx,Mid-Market,Construcción,Pro,CDMX,Luis Peña,2023-05-10,10319.00,crm,high,10319.00,MXN,2023-11-12,churned,2023-11
167708133e90,HS-100482,ACC-2481,cus_100481,T1,Solorio y Cisneros A.C.,solorio251.com.mx,Mid-Market,Manufactura,Pro,Nuevo León,Luis Peña,2023-08-02,452473.00,crm,high,24458.00,USD,,active,2024-08
16b237fd6c05,HS-100344,ACC-2343,cus_100343,T1,Caraballo S. R.L. de C.V.,caraballo573.com.mx,SMB,Manufactura,Basico,CDMX,Diego Ortega,2022-10-03,5787.00,crm,high,5787.00,MXN,2023-08-19,churned,2023-08
16c951b00315,HS-100060,ACC-2059,cus_100059,T1,"Corporacin Verduzco, Caraballo y Raya",corporacin228.com.mx,SMB,Alimentos,Basico,Puebla,Diego Ortega,2023-12-24,3634.00,crm,high,3634.00,MXN,,active,2024-08
179d97e50dff,HS-100135,ACC-2134,cus_100134,T1,Muñiz-Guardado,muñizguardad845.com.mx,Enterprise,Servicios Financieros,Premium,Chihuahua,Luis Peña,2023-12-29,58276.00,crm,high,58276.00,MXN,,active,2024-08
17ad157b6ec9,HS-100239,ACC-2238,cus_100238,T1,Villaseñor y Palomino S.A.,villaseñor547.com.mx,Mid-Market,Construcción,Pro,Puebla,Diego Ortega,2022-05-29,19140.00,crm,high,19140.00,MXN,,active,2024-08
183da402db0f,HS-100246,ACC-2245,cus_100245,T1,Arellano y Armas S.C.,arellano29.com.mx,Enterprise,Construcción,Premium,Nuevo León,Marta Díaz,2022-05-21,82996.00,crm,high,82996.00,MXN,,active,2024-08
190a2d8a76a2,HS-100385,ACC-2384,cus_100384,T1,"Club Zarate, Peña y Gaona",club804.com.mx,Mid-Market,Automotriz,Pro,CDMX,Carla Nuñez,2023-07-08,27541.00,crm,high,27541.00,MXN,,active,2024-08
19e40842726a,HS-100282,ACC-2281,cus_100281,T1,Luevano-Mota e Hijos,luevanomota900.com.mx,SMB,Tecnología,Basico,Nuevo León,Diego Ortega,2022-05-02,8791.00,crm,high,8791.00,MXN,,active,2024-08
1a1192e17404,HS-100510,ACC-2509,cus_100509,T2,"Escobedo, Guzmán y Montaño",escobedo646.com.mx,Mid-Market,Construcción,Pro,Guanajuato,Diego Ortega,2022-12-27,26814.00,crm,high,26814.00,MXN,2023-09-08,churned,2023-09
1a38af8fa679,HS-100446,ACC-2445,cus_100445,T1,Despacho Flórez-Hernandes,despacho130.com.mx,Enterprise,Automotriz,Premium,Puebla,Marta Díaz,2022-03-28,44362.00,crm,high,44362.00,MXN,,active,2024-08
1b589de854cd,HS-100298,ACC-2297,cus_100297,T2,Corporacin Casárez y Fuentes,corporacin50.com.mx,SMB,Salud,Basico,Yucatán,Diego Ortega,2023-05-30,2414.00,crm,high,2414.00,MXN,,active,2024-08
1c09f8474886,HS-100465,ACC-2464,cus_100464,T1,Bravo-Terán,bravoterán567.com.mx,Enterprise,Construcción,Premium,Querétaro,Ana Ruiz,2022-02-07,79050.00,imputed_from_deal,medium,,MXN,,active,2024-08
1cf6a4e18b6f,HS-100410,ACC-2409,cus_100409,T1,Laboratorios Garrido-Quiñónez,laboratorios512.com.mx,SMB,Automotriz,Basico,Estado de México,Luis Peña,2022-01-08,3140.00,crm,high,3140.00,MXN,,active,2024-08
1d87384d7c5c,HS-100118,ACC-2117,cus_100117,T1,Despacho Ochoa y Vega,despacho153.com.mx,SMB,Tecnología,Basico,Chihuahua,Ana Ruiz,2022-01-17,8644.00,crm,high,8644.00,MXN,2022-11-27,churned,2022-11
1db97fc7c4a3,HS-100208,ACC-2207,cus_100207,T1,Aguilera-Matos,aguileramato695.com.mx,Mid-Market,Automotriz,Pro,Puebla,Ana Ruiz,2023-01-29,24945.00,crm,high,24945.00,MXN,,active,2024-08
1e08214c6d84,HS-100397,ACC-2396,cus_100396,T1,Saldivar-Rangel,saldivarrang192.com.mx,Mid-Market,Retail,Pro,Jalisco,Jorge Ibarra,2022-09-10,23707.00,crm,high,23707.00,MXN,,active,2024-08
1e6e8393975f,HS-100587,ACC-2586,cus_100586,T1,"Club Pizarro, Bernal y Díaz",club215.com.mx,SMB,Logística,Basico,Jalisco,Jorge Ibarra,2023-12-02,8235.00,crm,high,8235.00,MXN,,active,2024-08
1e79ff8dda47,HS-100357,ACC-2356,cus_100356,T1,Club Vera-Pelayo,club424.com.mx,SMB,Construcción,Basico,Nuevo León,Carla Nuñez,2022-06-09,4461.00,crm,high,4461.00,MXN,,active,2024-08
1ece7b99e449,HS-100120,ACC-2119,cus_100119,T1,Miramontes-Madera,miramontesma881.com.mx,SMB,Logística,Basico,Sonora,Ana Ruiz,2023-09-05,6821.00,crm,high,6821.00,MXN,,active,2024-08
1f5adba0a272,HS-100564,ACC-2563,cus_100563,T1,Urbina y Cedillo S.A.,urbina378.com.mx,SMB,Logística,Basico,CDMX,Ana Ruiz,2022-09-28,8746.00,crm,high,8746.00,MXN,,active,2024-08
1fca191b2c4a,HS-100496,ACC-2495,cus_100495,T1,Grupo Salcedo-Valles,grupo160.com.mx,SMB,Retail,Basico,Jalisco,Jorge Ibarra,2024-03-06,2865.00,crm,high,2865.00,MXN,,active,2024-08
201dacb5b332,HS-100122,ACC-2121,cus_100121,T1,"Ojeda, Carbajal y Venegas",ojeda246.com.mx,Enterprise,Tecnología,Premium,Yucatán,Jorge Ibarra,2024-06-21,32919.00,crm,high,32919.00,MXN,,active,2024-08
2046e13bb328,HS-100109,ACC-2108,cus_100108,T1,Collazo-Frías e Hijos,collazofrías680.com.mx,SMB,Logística,Basico,Estado de México,Marta Díaz,2022-08-03,6764.00,crm,high,6764.00,MXN,,active,2024-08
20e77f6284f1,HS-100312,ACC-2311,cus_100311,T1,Molina y Asociados,molina708.com.mx,SMB,Educación,Basico,CDMX,Jorge Ibarra,2023-05-18,3670.00,crm,high,3670.00,MXN,,active,2024-08
20eb324cdfc6,HS-100220,ACC-2219,cus_100219,T1,"Industrias Cotto, Rentería y de la Garza",industrias773.com.mx,Mid-Market,Alimentos,Pro,Sonora,Carla Nuñez,2022-09-05,27988.00,crm,high,27988.00,MXN,,active,2024-08
216e100a95ab,HS-100261,ACC-2260,cus_100260,T2,Rodarte y Madrigal S.C.,rodarte38.com.mx,Mid-Market,Logística,Pro,CDMX,Diego Ortega,2024-06-29,15262.00,crm,high,15262.00,MXN,,active,2024-08
21a76877b923,HS-100611,ACC-2610,cus_100610,T1,Granados A.C.,granados665.com.mx,SMB,Educación,Basico,Nuevo León,Ana Ruiz,2023-10-27,8528.00,crm,high,8528.00,MXN,2024-06-28,churned,2024-06
21f411028416,HS-100169,ACC-2168,cus_100168,T1,Proyectos Garibay-Espinosa,proyectos892.com.mx,SMB,Agroindustria,Basico,Puebla,Luis Peña,2024-02-04,4774.00,crm,high,4774.00,MXN,,active,2024-08
22b962d9afed,HS-100620,ACC-2619,cus_100619,T1,"Estrada, Rincón y Zavala",estrada229.com.mx,Mid-Market,Servicios Financieros,Pro,Yucatán,Ana Ruiz,2023-09-15,21407.00,crm,high,21407.00,MXN,,active,2024-08
237b3e09b789,HS-100349,ACC-2348,cus_100348,T1,"Cabán, Olivárez y Tamayo",cabán551.com.mx,SMB,Tecnología,Basico,CDMX,Luis Peña,2023-06-24,5219.00,crm,high,5219.00,MXN,,active,2024-08
2472eb83ec96,HS-100640,ACC-2639,cus_100639,T1,Bañuelos-Gallegos,bañuelosgall766.com.mx,SMB,Automotriz,Basico,CDMX,Jorge Ibarra,2022-05-10,8892.00,crm,high,8892.00,MXN,,active,2024-08
247338856c13,HS-100138,ACC-2137,cus_100137,T1,Industrias Arellano-Cedillo,industrias997.com.mx,Mid-Market,Manufactura,Pro,CDMX,Carla Nuñez,2023-10-03,16841.00,crm,high,16841.00,MXN,,active,2024-08
25de70f28a81,HS-100354,ACC-2353,cus_100353,T1,"Proyectos Loera, Vergara y Torres",proyectos759.com.mx,SMB,Construcción,Basico,CDMX,Luis Peña,2023-05-28,2362.00,crm,high,2362.00,MXN,,active,2024-08
25f129ce4fc4,HS-100442,ACC-2441,cus_100441,T1,"Toro, Paredes y Montenegro",toro625.com.mx,Enterprise,Agroindustria,Premium,Puebla,Diego Ortega,2022-08-21,38877.00,crm,high,38877.00,MXN,,active,2024-08
267f7ba8567b,HS-100155,ACC-2154,cus_100154,T1,"Rivero, Arroyo y Guevara",rivero816.com.mx,Enterprise,Salud,Premium,Puebla,Luis Peña,2023-10-31,952602.00,crm,high,51492.00,USD,,active,2024-08
26ff7d714cea,HS-100270,ACC-2269,cus_100269,T1,"Rangel, Arellano y Carreón",rangel393.com.mx,SMB,Salud,Basico,Guanajuato,Marta Díaz,2022-05-09,6646.00,crm,high,6646.00,MXN,2023-10-11,churned,2023-10
279ab800ac35,HS-100550,ACC-2549,cus_100549,T1,Ledesma-Rolón S.A.,ledesmarolón152.com.mx,Mid-Market,Automotriz,Pro,Jalisco,Diego Ortega,2024-04-09,17450.00,crm,high,17450.00,MXN,,active,2024-08
2856f6708652,HS-100387,ACC-2386,cus_100386,T1,Laboratorios Herrera-Fuentes,laboratorios578.com.mx,SMB,Servicios Financieros,Basico,CDMX,Marta Díaz,2023-11-19,136733.50,crm,high,7391.00,USD,,active,2024-08
289073814fdb,HS-100469,ACC-2468,cus_100468,T1,Calderón S.A.,calderón375.com.mx,SMB,Educación,Basico,Jalisco,Diego Ortega,2024-05-08,119787.50,crm,high,6475.00,USD,,active,2024-08
28e7c24cd4cb,HS-100629,ACC-2628,cus_100628,T2,Amaya-Prado,amayaprado953.com.mx,SMB,Retail,Basico,Puebla,Diego Ortega,2023-06-25,8981.00,crm,high,8981.00,MXN,,active,2024-08
295d85bd00ea,HS-100405,ACC-2404,cus_100404,T1,Industrias Fajardo y Patiño,industrias308.com.mx,SMB,Tecnología,Basico,Guanajuato,Jorge Ibarra,2023-04-22,4626.00,crm,high,4626.00,MXN,,active,2024-08
29972f42dfdd,HS-100342,ACC-2341,cus_100341,T1,"Ceja, Longoria y Alonso",ceja453.com.mx,SMB,Servicios Financieros,Basico,Chihuahua,Ana Ruiz,2022-08-31,2952.00,crm,high,2952.00,MXN,,active,2024-08
29c00e13c4e6,HS-100219,ACC-2218,cus_100218,T1,"Grupo Tijerina, Ponce y Mares",grupo157.com.mx,Mid-Market,Hospitalidad,Pro,Yucatán,Fernanda Solís,2023-06-03,11469.00,crm,high,11469.00,MXN,,active,2024-08
2abb19d06446,HS-100012,ACC-2011,cus_100011,T1,Zaragoza y Asociados,zaragoza948.com.mx,Enterprise,Logística,Premium,CDMX,Diego Ortega,2023-07-29,42392.00,imputed_from_deal,medium,,MXN,,active,2024-08
2b4be83e1c60,HS-100116,ACC-2115,cus_100115,T1,Laboratorios Rocha-Casas,laboratorios491.com.mx,Mid-Market,Alimentos,Pro,Yucatán,Marta Díaz,2022-03-20,20164.00,crm,high,20164.00,MXN,,active,2024-08
2c29d4cb2989,HS-100520,ACC-2519,cus_100519,T1,Peralta-Cabán,peraltacabán349.com.mx,SMB,Tecnología,Basico,Guanajuato,Diego Ortega,2022-01-24,7873.00,crm,high,7873.00,MXN,,active,2024-08
2c678f4bf9d9,HS-100451,ACC-2450,cus_100450,T1,Rentería-Contreras,renteríacont845.com.mx,Mid-Market,Educación,Pro,Guanajuato,Marta Díaz,2024-02-06,25210.00,crm,high,25210.00,MXN,,active,2024-08
2cc32419a667,HS-100009,ACC-2008,cus_100008,T1,González-Serrano A.C.,gonzálezserr876.com.mx,Mid-Market,Retail,Pro,Guanajuato,Fernanda Solís,2022-11-03,12309.00,crm,high,12309.00,MXN,,active,2024-08
2cd7d67219cc,HS-100521,ACC-2520,cus_100520,T1,Rosas-Rojas e Hijos,rosasrojas23.com.mx,Mid-Market,Manufactura,Pro,Guanajuato,Diego Ortega,2022-06-17,13641.00,crm,high,13641.00,MXN,2024-02-05,churned,2024-02
2d38af661686,HS-100123,ACC-2122,cus_100122,T1,Aragón y Monroy A.C.,aragón609.com.mx,SMB,Agroindustria,Basico,Querétaro,Fernanda Solís,2023-11-26,5849.00,crm,high,5849.00,MXN,,active,2024-08
2dee62dca080,HS-100226,ACC-2225,cus_100225,T1,Serna y Anaya e Hijos,serna462.com.mx,SMB,Manufactura,Basico,CDMX,Luis Peña,2023-05-29,52669.50,crm,high,2847.00,USD,2024-06-22,churned,2024-06
2e1dc645f108,HS-100240,ACC-2239,cus_100239,T1,Chacón-Jaimes,chacónjaimes695.com.mx,SMB,Salud,Basico,Estado de México,Diego Ortega,2023-07-10,6672.00,crm,high,6672.00,MXN,,active,2024-08
2e313ecc9f06,HS-100610,ACC-2609,cus_100609,T1,Batista-Briseño S.A.,batistabrise410.com.mx,Mid-Market,Educación,Pro,Yucatán,Diego Ortega,2023-04-12,17907.00,crm,high,17907.00,MXN,,active,2024-08
2f23ed120ca5,HS-100352,ACC-2351,cus_100351,T1,"Estévez, Covarrubias y Ramírez",estévez829.com.mx,Mid-Market,Manufactura,Pro,Puebla,Ana Ruiz,2023-08-01,22737.00,crm,high,22737.00,MXN,,active,2024-08
2f26a0da0310,HS-100572,ACC-2571,cus_100571,T1,Industrias Centeno y Rosario,industrias534.com.mx,Mid-Market,Automotriz,Pro,Guanajuato,Fernanda Solís,2022-02-13,22013.00,crm,high,22013.00,MXN,2023-09-19,churned,2023-09
2f2fd459ddca,HS-100375,ACC-2374,cus_100374,T1,Grupo Benavides-Henríquez,grupo939.com.mx,SMB,Tecnología,Basico,CDMX,Diego Ortega,2023-12-16,6441.00,crm,high,6441.00,MXN,2024-03-04,churned,2024-03
2f9a572a5bab,HS-100573,ACC-2572,cus_100572,T1,Ulibarri-Pacheco e Hijos,ulibarripach663.com.mx,SMB,Servicios Financieros,Basico,Jalisco,Jorge Ibarra,2023-09-15,6864.00,imputed_from_deal,medium,,MXN,,active,2024-08
30c2f0ba4f9f,HS-100400,ACC-2399,cus_100399,T1,Guevara S.A. de C.V.,guevara586.com.mx,Mid-Market,Construcción,Pro,Querétaro,Luis Peña,2022-06-08,14556.00,crm,high,14556.00,MXN,,active,2024-08
3280fc910c85,HS-100144,ACC-2143,cus_100143,T1,Club Guillen y Serrato,club290.com.mx,SMB,Manufactura,Basico,Yucatán,Fernanda Solís,2022-10-04,7947.00,crm,high,7947.00,MXN,,active,2024-08
32a352c90e42,HS-100319,ACC-2318,cus_100318,T2,Flores-Zapata,floreszapata298.com.mx,SMB,Tecnología,Basico,Querétaro,Fernanda Solís,2024-02-24,2344.00,crm,high,2344.00,MXN,2024-06-19,churned,2024-06
